FECHA_COMPRA;FECHA_ENTREGA;SUCURSAL;VENDEDOR;PRODUCTO;CANTIDAD;ORDEN;DIAS_ENTREGA
2023-11-18;2024-01-04;SUCURSAL 34;VENDEDOR 713;J-6798;6132;78-999;47
2023-11-15;2023-12-27;SUCURSAL 55;VENDEDOR 765;Y-8669;266;85-7666;42
2023-11-11;2023-12-14;SUCURSAL 88;VENDEDOR 981;U-9066;9613;68-555;33
2023-11-15;2023-12-01;SUCURSAL 98;VENDEDOR 123;D-3027;3107;76-90;16
2023-11-02;2023-12-16;SUCURSAL 34;VENDEDOR 812;N-5033;9492;74-9657;44
2023-11-13;2023-12-16;SUCURSAL 1;VENDEDOR 786;G-2288;2583;90-4250;33
2023-11-09;2023-12-08;SUCURSAL 76;VENDEDOR 516;N-6727;1667;80-9745;29
2023-11-29;2024-01-24;SUCURSAL 96;VENDEDOR 329;G-3440;3120;74-5539;56
2023-11-29;2024-01-31;SUCURSAL 77;VENDEDOR 980;R-8128;397;84-9742;63
2023-11-15;2023-12-18;SUCURSAL 73;VENDEDOR 729;C-6218;6579;70-8450;33
2023-11-24;2024-01-03;SUCURSAL 100;VENDEDOR 824;G-9257;194;86-6743;40
2023-11-29;2024-01-15;SUCURSAL 89;VENDEDOR 711;E-3015;2646;71-1669;47
2023-11-21;2024-01-27;SUCURSAL 84;VENDEDOR 909;U-3901;6020;74-4269;67
2023-11-29;2023-12-18;SUCURSAL 97;VENDEDOR 531;G-8518;6392;80-5089;19
2023-11-08;2024-01-13;SUCURSAL 63;VENDEDOR 444;R-809;1826;76-1736;66
2023-11-01;2024-01-13;SUCURSAL 16;VENDEDOR 944;B-4176;6349;75-6407;73
2023-11-16;2023-12-11;SUCURSAL 87;VENDEDOR 182;N-5340;6556;75-1219;25
2023-11-24;2024-01-22;SUCURSAL 11;VENDEDOR 138;T-7625;4964;66-5864;59
2023-11-23;2024-01-10;SUCURSAL 29;VENDEDOR 368;W-4289;8546;85-4397;48
2023-11-22;2024-01-09;SUCURSAL 91;VENDEDOR 452;S-8519;3256;69-7839;48
2023-11-07;2024-01-08;SUCURSAL 55;VENDEDOR 438;F-1987;8001;86-3722;62
2023-11-15;2024-01-12;SUCURSAL 59;VENDEDOR 121;T-2902;6438;90-9034;58
2023-11-25;2024-01-11;SUCURSAL 38;VENDEDOR 641;S-2097;4386;86-7311;47
2023-11-21;2024-01-29;SUCURSAL 1;VENDEDOR 963;S-1408;9714;69-955;69
2023-11-29;2023-12-23;SUCURSAL 41;VENDEDOR 855;X-1;3198;89-6407;24
2023-11-12;2023-12-31;SUCURSAL 19;VENDEDOR 162;M-2650;4133;82-6094;49
2023-11-02;2023-12-03;SUCURSAL 90;VENDEDOR 443;W-6722;4944;89-3476;31
2023-11-02;2023-12-27;SUCURSAL 86;VENDEDOR 546;W-4087;1262;81-7632;55
2023-11-23;2024-01-15;SUCURSAL 25;VENDEDOR 273;X-7149;189;84-5378;53
2023-11-17;2023-12-11;SUCURSAL 75;VENDEDOR 446;W-7026;4697;78-5477;24
2023-11-12;2023-12-24;SUCURSAL 86;VENDEDOR 109;G-101;1006;68-9209;42
2023-11-10;2023-12-23;SUCURSAL 69;VENDEDOR 592;L-9538;5287;70-9982;43
2023-11-05;2023-12-20;SUCURSAL 9;VENDEDOR 685;L-4515;5525;78-5192;45
2023-11-11;2023-12-17;SUCURSAL 80;VENDEDOR 293;L-8231;5419;76-3876;36
2023-11-08;2023-12-10;SUCURSAL 10;VENDEDOR 925;S-9742;8964;76-872;32
2023-11-01;2023-12-23;SUCURSAL 4;VENDEDOR 503;A-7833;1063;90-5855;52
2023-11-24;2024-01-11;SUCURSAL 27;VENDEDOR 661;W-9690;3316;84-7524;48
2023-11-05;2024-01-30;SUCURSAL 36;VENDEDOR 531;S-432;3742;90-4238;86
2023-11-20;2024-01-07;SUCURSAL 78;VENDEDOR 201;E-6700;7082;87-1588;48
2023-11-08;2024-01-10;SUCURSAL 10;VENDEDOR 151;H-9045;8311;78-6999;63
2023-11-21;2023-12-15;SUCURSAL 40;VENDEDOR 979;J-8140;5745;70-8700;24
2023-11-27;2023-12-07;SUCURSAL 54;VENDEDOR 978;T-6461;1567;65-380;10
2023-11-02;2023-12-17;SUCURSAL 76;VENDEDOR 50;X-4674;5444;84-8808;45
2023-11-22;2024-01-11;SUCURSAL 67;VENDEDOR 950;F-6357;7723;72-7260;50
2023-11-29;2023-12-22;SUCURSAL 69;VENDEDOR 197;B-9430;9060;67-6634;23
2023-11-01;2023-12-15;SUCURSAL 58;VENDEDOR 362;A-8580;7141;68-3609;44
2023-11-15;2023-12-28;SUCURSAL 15;VENDEDOR 677;Q-3948;9534;74-7487;43
2023-11-27;2024-01-24;SUCURSAL 57;VENDEDOR 814;I-6008;7388;87-9968;58
2023-11-16;2023-12-10;SUCURSAL 39;VENDEDOR 317;D-3527;7964;80-6837;24
2023-11-19;2023-12-22;SUCURSAL 71;VENDEDOR 892;S-9974;768;74-9135;33
2023-11-11;2023-12-01;SUCURSAL 44;VENDEDOR 186;M-415;1221;85-202;20
2023-11-24;2024-01-09;SUCURSAL 70;VENDEDOR 546;K-1640;7799;90-9815;46
2023-11-20;2024-01-30;SUCURSAL 10;VENDEDOR 780;I-1402;660;76-3832;71
2023-11-20;2023-12-19;SUCURSAL 4;VENDEDOR 783;B-591;1693;65-126;29
2023-11-04;2023-12-02;SUCURSAL 8;VENDEDOR 918;I-8511;2940;66-1011;28
2023-11-04;2023-12-02;SUCURSAL 87;VENDEDOR 287;H-415;3361;73-2018;28
2023-11-13;2024-01-16;SUCURSAL 49;VENDEDOR 793;J-7619;3723;80-1589;64
2023-11-21;2023-12-28;SUCURSAL 48;VENDEDOR 123;J-2178;7254;74-7896;37
2023-11-27;2023-12-15;SUCURSAL 65;VENDEDOR 133;M-2437;7515;74-409;18
2023-11-29;2024-01-05;SUCURSAL 41;VENDEDOR 261;B-2391;7636;66-8638;37
2023-11-29;2023-12-20;SUCURSAL 60;VENDEDOR 3;C-1294;6915;65-4776;21
2023-11-01;2024-01-01;SUCURSAL 38;VENDEDOR 392;B-3348;4092;72-3154;61
2023-11-09;2023-12-06;SUCURSAL 78;VENDEDOR 718;F-8536;3257;80-9445;27
2023-11-03;2024-01-13;SUCURSAL 42;VENDEDOR 288;Z-4811;5677;65-1004;71
2023-11-26;2024-01-30;SUCURSAL 30;VENDEDOR 687;C-692;5883;80-7218;65
2023-11-29;2024-01-07;SUCURSAL 10;VENDEDOR 978;G-9505;9192;69-9919;39
2023-11-11;2024-01-29;SUCURSAL 56;VENDEDOR 676;N-5873;6783;82-4899;79
2023-11-13;2023-12-27;SUCURSAL 88;VENDEDOR 600;I-3755;1108;72-7402;44
2023-11-03;2023-12-06;SUCURSAL 17;VENDEDOR 389;N-9154;6734;80-277;33
2023-11-08;2023-12-17;SUCURSAL 99;VENDEDOR 253;J-5335;6030;79-7401;39
2023-11-24;2023-12-29;SUCURSAL 75;VENDEDOR 593;H-7290;1546;88-9963;35
2023-11-21;2024-01-24;SUCURSAL 67;VENDEDOR 211;N-5357;5984;90-6786;64
2023-11-10;2023-12-28;SUCURSAL 75;VENDEDOR 490;C-1070;2208;71-1371;48
2023-11-26;2023-12-27;SUCURSAL 4;VENDEDOR 389;C-3702;8102;86-9973;31
2023-11-24;2023-12-22;SUCURSAL 89;VENDEDOR 673;V-7466;3514;75-2788;28
2023-11-21;2024-01-21;SUCURSAL 80;VENDEDOR 328;D-826;5529;74-4822;61
2023-11-03;2023-12-30;SUCURSAL 12;VENDEDOR 957;Y-2211;8412;84-3052;57
2023-11-28;2023-12-20;SUCURSAL 11;VENDEDOR 202;D-1814;9570;76-8592;22
2023-11-15;2024-01-13;SUCURSAL 3;VENDEDOR 560;Y-7131;9713;76-8356;59
2023-11-02;2024-01-29;SUCURSAL 76;VENDEDOR 153;S-2745;7617;67-7660;88
2023-11-23;2023-12-26;SUCURSAL 87;VENDEDOR 245;W-788;6681;65-9747;33
2023-11-17;2023-12-04;SUCURSAL 30;VENDEDOR 339;R-1170;5436;73-9802;17
2023-11-25;2024-01-27;SUCURSAL 42;VENDEDOR 254;N-2010;5606;90-2751;63
2023-11-17;2023-12-09;SUCURSAL 20;VENDEDOR 781;X-3381;8725;68-6692;22
2023-11-29;2023-12-08;SUCURSAL 87;VENDEDOR 720;L-4166;8617;76-7706;9
2023-11-21;2023-12-07;SUCURSAL 68;VENDEDOR 494;Z-1497;1033;73-9458;16
2023-11-21;2024-01-05;SUCURSAL 30;VENDEDOR 728;M-6585;6845;86-811;45
2023-11-01;2024-01-20;SUCURSAL 32;VENDEDOR 526;C-2319;8216;87-6380;80
2023-11-19;2023-12-08;SUCURSAL 20;VENDEDOR 895;L-5965;2620;76-2156;19
2023-11-09;2024-01-16;SUCURSAL 35;VENDEDOR 13;Q-9492;4640;86-7076;68
2023-11-02;2024-01-12;SUCURSAL 3;VENDEDOR 213;N-6742;9823;89-2018;71
2023-11-30;2023-12-29;SUCURSAL 80;VENDEDOR 412;T-3259;7272;87-8440;29
2023-11-18;2024-01-24;SUCURSAL 76;VENDEDOR 553;L-9799;7035;69-9092;67
2023-11-29;2024-01-28;SUCURSAL 54;VENDEDOR 715;Q-8609;4616;75-968;60
2023-11-13;2024-01-12;SUCURSAL 54;VENDEDOR 350;T-281;4520;66-6000;60
2023-11-18;2023-12-02;SUCURSAL 100;VENDEDOR 332;F-2508;4770;66-2076;14
2023-11-20;2024-01-08;SUCURSAL 84;VENDEDOR 772;I-8707;5860;84-6894;49
2023-11-03;2024-01-14;SUCURSAL 25;VENDEDOR 356;Z-1150;5060;86-4301;72
2023-11-05;2023-12-10;SUCURSAL 90;VENDEDOR 104;L-1771;8586;65-7309;35
2023-11-08;2024-01-11;SUCURSAL 85;VENDEDOR 38;N-21;8255;79-5222;64
2023-11-11;2024-01-13;SUCURSAL 69;VENDEDOR 611;R-2247;4942;66-6510;63
2023-11-01;2023-12-27;SUCURSAL 77;VENDEDOR 967;R-9188;2817;79-5769;56
2023-11-02;2024-01-30;SUCURSAL 36;VENDEDOR 487;G-5039;1953;90-3129;89
2023-11-19;2024-01-27;SUCURSAL 85;VENDEDOR 224;Q-8078;4061;68-737;69
2023-11-15;2024-01-22;SUCURSAL 4;VENDEDOR 268;P-3155;8475;88-3308;68
2023-11-26;2023-12-20;SUCURSAL 81;VENDEDOR 494;O-9448;2363;80-5550;24
2023-11-19;2023-12-27;SUCURSAL 33;VENDEDOR 783;H-4259;6840;77-9381;38
2023-11-10;2023-12-11;SUCURSAL 9;VENDEDOR 428;O-5413;8169;84-219;31
2023-11-11;2024-01-11;SUCURSAL 15;VENDEDOR 7;O-7605;4367;89-8857;61
2023-11-03;2024-01-31;SUCURSAL 83;VENDEDOR 673;O-5595;8802;71-7981;89
2023-11-22;2024-01-20;SUCURSAL 20;VENDEDOR 749;S-2509;1714;78-9705;59
2023-11-07;2024-01-01;SUCURSAL 62;VENDEDOR 924;U-1971;5449;70-2228;55
2023-11-06;2024-01-19;SUCURSAL 65;VENDEDOR 772;V-570;4015;74-7935;74
2023-11-20;2023-12-25;SUCURSAL 21;VENDEDOR 220;A-102;6695;90-9196;35
2023-11-18;2024-01-10;SUCURSAL 11;VENDEDOR 553;V-7012;6350;86-8437;53
2023-11-25;2023-12-10;SUCURSAL 75;VENDEDOR 801;V-3940;6268;85-8133;15
2023-11-15;2023-12-10;SUCURSAL 49;VENDEDOR 250;Z-7331;7453;65-8605;25
2023-11-30;2024-01-24;SUCURSAL 73;VENDEDOR 461;P-124;260;87-1662;55
2023-11-28;2023-12-31;SUCURSAL 95;VENDEDOR 70;X-1450;2425;85-4596;33
2023-11-02;2024-01-26;SUCURSAL 77;VENDEDOR 858;G-2785;5464;80-9529;85
2023-11-03;2023-12-05;SUCURSAL 4;VENDEDOR 851;J-984;3907;69-3709;32
2023-11-14;2024-01-09;SUCURSAL 39;VENDEDOR 223;Y-6897;5005;69-5340;56
2023-11-12;2023-12-09;SUCURSAL 97;VENDEDOR 893;C-4742;3180;88-422;27
2023-11-13;2023-12-27;SUCURSAL 69;VENDEDOR 180;G-5357;7552;70-3918;44
2023-11-17;2023-12-13;SUCURSAL 52;VENDEDOR 562;C-5088;8655;79-9672;26
2023-11-06;2023-12-21;SUCURSAL 53;VENDEDOR 33;E-4418;648;75-1941;45
2023-11-30;2023-12-15;SUCURSAL 46;VENDEDOR 425;D-3754;7265;83-5952;15
2023-11-22;2023-12-12;SUCURSAL 22;VENDEDOR 710;M-4805;6044;72-6182;20
2023-11-04;2024-01-27;SUCURSAL 67;VENDEDOR 800;X-8432;3364;87-1709;84
2023-11-07;2024-01-08;SUCURSAL 45;VENDEDOR 226;K-7626;9610;89-2480;62
2023-11-04;2023-12-10;SUCURSAL 72;VENDEDOR 434;N-2396;5641;73-4525;36
2023-11-11;2023-12-05;SUCURSAL 38;VENDEDOR 260;I-1592;6529;80-4860;24
2023-11-01;2024-01-15;SUCURSAL 23;VENDEDOR 766;R-1334;1975;65-4226;75
2023-11-05;2023-12-17;SUCURSAL 57;VENDEDOR 308;R-5503;7735;81-3310;42
2023-11-07;2023-12-31;SUCURSAL 91;VENDEDOR 204;B-4896;6024;89-8567;54
2023-11-24;2024-01-01;SUCURSAL 11;VENDEDOR 212;U-8398;240;89-585;38
2023-11-10;2023-12-19;SUCURSAL 90;VENDEDOR 626;O-720;962;70-4442;39
2023-11-15;2023-12-02;SUCURSAL 26;VENDEDOR 104;H-2531;6714;83-9705;17
2023-11-07;2024-01-25;SUCURSAL 19;VENDEDOR 854;E-288;4596;69-9017;79
2023-11-21;2024-01-09;SUCURSAL 97;VENDEDOR 901;X-4846;2589;78-2910;49
2023-11-24;2023-12-06;SUCURSAL 80;VENDEDOR 483;S-5073;6188;83-3932;12
2023-11-05;2024-01-17;SUCURSAL 1;VENDEDOR 719;Z-2911;6884;69-5117;73
2023-11-11;2023-12-11;SUCURSAL 27;VENDEDOR 30;X-8480;9345;83-466;30
2023-11-27;2024-01-08;SUCURSAL 71;VENDEDOR 695;S-4736;8519;72-7664;42
2023-11-23;2023-12-15;SUCURSAL 100;VENDEDOR 71;I-8152;3499;73-8943;22
2023-11-10;2023-12-20;SUCURSAL 29;VENDEDOR 223;P-6855;6029;81-173;40
2023-11-05;2024-01-27;SUCURSAL 19;VENDEDOR 868;E-2595;9527;86-747;83
2023-11-23;2024-01-03;SUCURSAL 64;VENDEDOR 945;O-5195;9609;89-143;41
2023-11-05;2023-12-31;SUCURSAL 39;VENDEDOR 647;H-5580;5762;72-4157;56
2023-11-24;2023-12-16;SUCURSAL 52;VENDEDOR 379;J-1136;2204;79-7508;22
2023-11-13;2024-01-30;SUCURSAL 28;VENDEDOR 425;P-8032;4941;80-4793;78
2023-11-10;2023-12-07;SUCURSAL 36;VENDEDOR 395;U-9668;586;68-8948;27
2023-11-13;2024-01-29;SUCURSAL 12;VENDEDOR 693;N-2690;6158;88-786;77
2023-11-22;2024-01-21;SUCURSAL 78;VENDEDOR 199;O-6491;4457;72-9781;60
2023-11-16;2023-12-03;SUCURSAL 27;VENDEDOR 140;A-4279;8566;70-874;17
2023-11-24;2023-12-19;SUCURSAL 27;VENDEDOR 415;R-2018;1723;85-4019;25
2023-11-26;2024-01-02;SUCURSAL 13;VENDEDOR 789;V-7855;2611;70-9159;37
2023-11-22;2023-12-02;SUCURSAL 90;VENDEDOR 345;T-292;594;65-7039;10
2023-11-17;2023-12-21;SUCURSAL 9;VENDEDOR 993;T-8169;7257;72-7182;34
2023-11-29;2024-01-14;SUCURSAL 60;VENDEDOR 324;W-5464;959;70-4732;46
2023-11-20;2024-01-22;SUCURSAL 5;VENDEDOR 562;H-2065;6333;78-6003;63
2023-11-05;2023-12-29;SUCURSAL 92;VENDEDOR 664;I-4756;8973;68-1769;54
2023-11-03;2023-12-15;SUCURSAL 77;VENDEDOR 482;N-7483;749;77-1768;42
2023-11-05;2023-12-29;SUCURSAL 33;VENDEDOR 948;T-5728;8811;76-4197;54
2023-11-02;2023-12-15;SUCURSAL 93;VENDEDOR 939;F-9895;7473;70-5733;43
2023-11-28;2023-12-25;SUCURSAL 89;VENDEDOR 320;J-8081;1329;85-7152;27
2023-11-04;2023-12-15;SUCURSAL 6;VENDEDOR 930;N-3769;4436;84-8962;41
2023-11-14;2023-12-21;SUCURSAL 82;VENDEDOR 614;E-4179;9064;67-3379;37
2023-11-25;2023-12-22;SUCURSAL 71;VENDEDOR 431;N-8511;3362;68-422;27
2023-11-13;2024-01-17;SUCURSAL 82;VENDEDOR 431;C-5244;5638;77-5889;65
2023-11-13;2023-12-15;SUCURSAL 78;VENDEDOR 114;G-1556;2985;78-871;32
2023-11-29;2023-12-30;SUCURSAL 82;VENDEDOR 327;N-2175;1338;81-2007;31
2023-11-06;2024-01-31;SUCURSAL 16;VENDEDOR 321;Z-5453;5570;80-3745;86
2023-11-14;2024-01-14;SUCURSAL 23;VENDEDOR 93;C-4100;1258;84-4851;61
2023-11-19;2024-01-06;SUCURSAL 64;VENDEDOR 909;F-2342;2575;84-3141;48
2023-11-28;2023-12-23;SUCURSAL 56;VENDEDOR 883;E-2432;7609;80-9079;25
2023-11-12;2023-12-11;SUCURSAL 72;VENDEDOR 447;R-3012;1062;73-6632;29
2023-11-03;2023-12-23;SUCURSAL 97;VENDEDOR 832;O-8519;510;80-6881;50
2023-11-16;2023-12-18;SUCURSAL 60;VENDEDOR 445;K-3349;5204;78-7984;32
2023-11-17;2023-12-03;SUCURSAL 14;VENDEDOR 913;O-5828;3373;74-8183;16
2023-11-09;2024-01-23;SUCURSAL 39;VENDEDOR 820;Y-3369;8164;74-3782;75
2023-11-13;2024-01-04;SUCURSAL 92;VENDEDOR 184;J-9837;2856;74-2731;52
2023-11-21;2023-12-23;SUCURSAL 81;VENDEDOR 300;V-2178;2268;81-5698;32
2023-11-12;2024-01-08;SUCURSAL 61;VENDEDOR 106;M-3231;4925;84-8077;57
2023-11-22;2024-01-29;SUCURSAL 14;VENDEDOR 857;L-6827;6180;78-6884;68
2023-11-26;2024-01-22;SUCURSAL 70;VENDEDOR 554;Z-1614;7384;83-1608;57
2023-11-21;2024-01-29;SUCURSAL 90;VENDEDOR 307;G-5642;3513;70-1925;69
2023-11-30;2024-01-23;SUCURSAL 11;VENDEDOR 442;D-673;2826;66-9593;54
2023-11-12;2024-01-04;SUCURSAL 14;VENDEDOR 984;S-4527;9494;81-8825;53
2023-11-01;2024-01-23;SUCURSAL 77;VENDEDOR 47;S-3344;7820;72-6455;83
2023-11-07;2024-01-29;SUCURSAL 39;VENDEDOR 401;C-9165;3715;69-5576;83
2023-11-20;2023-12-31;SUCURSAL 42;VENDEDOR 256;E-5597;8816;68-1733;41
2023-11-02;2023-12-01;SUCURSAL 70;VENDEDOR 502;D-5485;1220;70-7819;29
2023-11-14;2024-01-07;SUCURSAL 9;VENDEDOR 840;G-4154;8566;89-1038;54
2023-11-06;2023-12-22;SUCURSAL 3;VENDEDOR 311;Y-9133;8735;79-1660;46
2023-11-24;2024-01-14;SUCURSAL 34;VENDEDOR 787;U-9920;4236;84-9135;51
2023-11-30;2023-12-16;SUCURSAL 43;VENDEDOR 20;C-9113;1787;70-4529;16
2023-11-24;2023-12-09;SUCURSAL 87;VENDEDOR 156;X-5448;7805;80-2868;15
2023-11-02;2023-12-29;SUCURSAL 79;VENDEDOR 130;F-6972;6296;70-8724;57
2023-11-11;2023-12-02;SUCURSAL 38;VENDEDOR 494;F-9436;688;85-8827;21
2023-11-09;2024-01-16;SUCURSAL 38;VENDEDOR 164;Q-7917;5671;88-3370;68
2023-11-16;2023-12-18;SUCURSAL 40;VENDEDOR 342;V-2841;1366;88-3213;32
2023-11-07;2024-01-01;SUCURSAL 83;VENDEDOR 688;K-4831;2656;75-9447;55
2023-11-21;2024-01-20;SUCURSAL 80;VENDEDOR 281;L-7692;4686;73-7099;60
2023-11-14;2023-12-17;SUCURSAL 32;VENDEDOR 604;W-7165;7279;79-9970;33
2023-11-14;2024-01-25;SUCURSAL 73;VENDEDOR 793;Y-2333;3318;74-7572;72
2023-11-22;2024-01-13;SUCURSAL 37;VENDEDOR 771;I-8931;5846;85-5994;52
2023-11-18;2024-01-03;SUCURSAL 23;VENDEDOR 72;T-5972;2591;88-7046;46
2023-11-15;2024-01-04;SUCURSAL 81;VENDEDOR 889;X-2806;8555;72-4104;50
2023-11-14;2023-12-21;SUCURSAL 87;VENDEDOR 665;Z-1118;5535;68-3524;37
2023-11-14;2023-12-31;SUCURSAL 41;VENDEDOR 536;T-228;3748;70-8614;47
2023-11-30;2023-12-08;SUCURSAL 82;VENDEDOR 634;N-996;8166;65-7592;8
2023-11-15;2023-12-18;SUCURSAL 12;VENDEDOR 930;L-2924;1674;89-6549;33
2023-11-15;2023-12-02;SUCURSAL 38;VENDEDOR 193;F-7629;7182;79-126;17
2023-11-30;2024-01-29;SUCURSAL 23;VENDEDOR 862;M-4659;7232;76-8147;60
2023-11-05;2023-12-22;SUCURSAL 52;VENDEDOR 117;H-6542;6231;80-3331;47
2023-11-12;2023-12-22;SUCURSAL 73;VENDEDOR 56;E-7837;8114;85-4789;40
2023-11-16;2023-12-15;SUCURSAL 97;VENDEDOR 239;D-2581;8947;75-4072;29
2023-11-18;2024-01-29;SUCURSAL 24;VENDEDOR 148;P-1806;2626;86-7013;72
2023-11-03;2024-01-14;SUCURSAL 61;VENDEDOR 762;C-7386;8581;68-2429;72
2023-11-01;2024-01-20;SUCURSAL 23;VENDEDOR 290;K-1097;5458;77-5178;80
2023-11-18;2024-01-01;SUCURSAL 73;VENDEDOR 609;J-4930;6782;79-1441;44
2023-11-27;2023-12-24;SUCURSAL 49;VENDEDOR 880;Z-2543;9178;80-5023;27
2023-11-12;2023-12-25;SUCURSAL 91;VENDEDOR 865;I-5442;4376;81-8753;43
2023-11-05;2024-01-10;SUCURSAL 46;VENDEDOR 648;F-6432;1552;88-7017;66
2023-11-13;2023-12-30;SUCURSAL 40;VENDEDOR 645;Z-7014;6103;67-7652;47
2023-11-23;2024-01-23;SUCURSAL 93;VENDEDOR 543;C-7639;1319;73-2132;61
2023-11-15;2023-12-21;SUCURSAL 96;VENDEDOR 971;G-1381;1387;78-4325;36
2023-11-17;2024-01-30;SUCURSAL 3;VENDEDOR 32;J-6823;6108;77-2054;74
2023-11-06;2024-01-12;SUCURSAL 74;VENDEDOR 415;K-6801;2132;82-9311;67
2023-11-01;2023-12-14;SUCURSAL 28;VENDEDOR 789;S-7605;1616;78-8605;43
2023-11-24;2023-12-13;SUCURSAL 74;VENDEDOR 502;F-462;4443;75-6515;19
2023-11-04;2024-01-09;SUCURSAL 25;VENDEDOR 427;H-1192;2745;79-6651;66
2023-11-16;2023-12-09;SUCURSAL 88;VENDEDOR 254;T-8890;6723;87-3470;23
2023-11-24;2024-01-05;SUCURSAL 67;VENDEDOR 135;Q-8528;7517;67-9555;42
2023-11-09;2024-01-07;SUCURSAL 58;VENDEDOR 220;H-377;2804;87-4737;59
2023-11-05;2024-01-13;SUCURSAL 5;VENDEDOR 284;I-4997;830;79-5762;69
2023-11-21;2024-01-07;SUCURSAL 60;VENDEDOR 396;K-2792;1820;67-1742;47
2023-11-04;2023-12-15;SUCURSAL 1;VENDEDOR 383;Z-2839;1878;85-122;41
2023-11-29;2024-01-05;SUCURSAL 44;VENDEDOR 92;H-3149;443;90-4506;37
2023-11-10;2024-01-17;SUCURSAL 39;VENDEDOR 47;I-640;9884;70-6365;68
2023-11-04;2024-01-04;SUCURSAL 44;VENDEDOR 712;C-2228;1453;89-8842;61
2023-11-08;2024-01-31;SUCURSAL 83;VENDEDOR 288;X-8027;4786;86-7045;84
2023-11-06;2024-01-13;SUCURSAL 33;VENDEDOR 629;B-6793;4707;81-5485;68
2023-11-01;2024-01-17;SUCURSAL 66;VENDEDOR 101;Y-8556;7214;78-8248;77
2023-11-15;2023-12-07;SUCURSAL 38;VENDEDOR 555;H-5327;7890;87-8595;22
2023-11-16;2023-12-30;SUCURSAL 4;VENDEDOR 169;G-8169;6440;76-3929;44
2023-11-13;2023-12-26;SUCURSAL 24;VENDEDOR 273;U-6044;3601;75-6526;43
2023-11-23;2024-01-12;SUCURSAL 10;VENDEDOR 952;H-5048;752;79-4069;50
2023-11-12;2023-12-19;SUCURSAL 33;VENDEDOR 238;E-7766;4988;80-4611;37
2023-11-25;2023-12-02;SUCURSAL 70;VENDEDOR 23;H-3662;8533;83-5304;7
2023-11-03;2024-01-04;SUCURSAL 4;VENDEDOR 724;I-5966;8863;82-9047;62
2023-11-14;2024-01-20;SUCURSAL 44;VENDEDOR 277;L-6357;2216;82-4585;67
2023-11-24;2023-12-16;SUCURSAL 56;VENDEDOR 738;Y-5435;6087;68-2447;22
2023-11-15;2024-01-16;SUCURSAL 77;VENDEDOR 814;C-5775;670;90-9084;62
2023-11-09;2023-12-22;SUCURSAL 6;VENDEDOR 50;P-5782;2900;71-9658;43
2023-11-06;2024-01-02;SUCURSAL 70;VENDEDOR 25;D-8746;9538;80-7755;57
2023-11-23;2023-12-10;SUCURSAL 73;VENDEDOR 688;Q-6845;8164;65-2538;17
2023-11-13;2024-01-09;SUCURSAL 41;VENDEDOR 221;S-3239;6562;83-1163;57
2023-11-14;2023-12-09;SUCURSAL 96;VENDEDOR 533;H-6579;8995;81-9198;25
2023-11-04;2023-12-01;SUCURSAL 95;VENDEDOR 74;T-7990;1421;79-8022;27
2023-11-10;2024-01-02;SUCURSAL 39;VENDEDOR 448;I-2506;1660;76-8233;53
2023-11-14;2024-01-11;SUCURSAL 31;VENDEDOR 411;J-2799;6063;75-4938;58
2023-11-25;2023-12-21;SUCURSAL 52;VENDEDOR 263;N-1238;1527;66-7956;26
2023-11-06;2023-12-25;SUCURSAL 71;VENDEDOR 403;C-6370;4974;88-1875;49
2023-11-15;2024-01-25;SUCURSAL 7;VENDEDOR 812;W-4293;4189;82-4942;71
2023-11-12;2024-01-07;SUCURSAL 62;VENDEDOR 438;L-3084;5325;73-3277;56
2023-11-06;2024-01-24;SUCURSAL 74;VENDEDOR 133;G-7743;6613;74-8831;79
2023-11-01;2023-12-17;SUCURSAL 70;VENDEDOR 999;Y-7880;1355;68-4660;46
2023-11-10;2024-01-23;SUCURSAL 25;VENDEDOR 621;G-8835;1785;67-8169;74
2023-11-24;2023-12-10;SUCURSAL 67;VENDEDOR 706;W-128;6003;67-1294;16
2023-11-11;2024-01-14;SUCURSAL 26;VENDEDOR 964;Y-4005;4717;89-3685;64
2023-11-09;2024-01-30;SUCURSAL 97;VENDEDOR 533;K-6892;1854;85-5544;82
2023-11-07;2024-01-30;SUCURSAL 74;VENDEDOR 277;E-1333;5290;77-4558;84
2023-11-11;2024-01-16;SUCURSAL 53;VENDEDOR 927;P-7591;3739;66-271;66
2023-11-11;2023-12-19;SUCURSAL 21;VENDEDOR 913;T-1848;4211;85-477;38
2023-11-17;2023-12-23;SUCURSAL 41;VENDEDOR 11;F-8137;5396;73-1319;36
2023-11-28;2023-12-02;SUCURSAL 19;VENDEDOR 182;E-4652;5221;74-9756;4
2023-11-08;2023-12-09;SUCURSAL 55;VENDEDOR 687;J-2999;1963;84-8450;31
2023-11-27;2023-12-21;SUCURSAL 96;VENDEDOR 580;N-2865;8337;75-959;24
2023-11-17;2024-01-24;SUCURSAL 76;VENDEDOR 906;X-2452;1865;72-7187;68
2023-11-10;2023-12-08;SUCURSAL 57;VENDEDOR 928;E-8227;484;75-8142;28
2023-11-22;2024-01-21;SUCURSAL 34;VENDEDOR 539;S-9970;3535;89-6661;60
2023-11-23;2024-01-14;SUCURSAL 25;VENDEDOR 33;U-7951;8816;85-1461;52
2023-11-06;2023-12-19;SUCURSAL 58;VENDEDOR 288;T-1393;9243;72-3873;43
